player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Vontaze Burfict,/players/B/BurfVo00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Darqueze Dennard,/players/D/DennDa00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Carlos Dunlap,/players/D/DunlCa99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Alex Erickson,/players/E/EricAl01.htm,0,0,0,0,0,0,1,0,0,0,0,0
George Iloka,/players/I/IlokGe00.htm,0,0,0,0,0,0,0,0,1,0,0,0
William Jackson,/players/J/JackWi02.htm,0,0,0,0,1,0,0,1,0,0,0,0
Vincent Rey,/players/R/ReyxVi00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Josh Shaw,/players/S/ShawJo00.htm,0,0,0,0,0,0,0,0,0,0,1,0
Nick Vigil,/players/V/VigiNi00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Shawn Williams,/players/W/WillSh02.htm,0,0,2,0,1,0,0,0,0,0,0,0
Artie Burns,/players/B/BurnAr00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Sean Davis,/players/D/DaviSe00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Bud Dupree,/players/D/DuprAl00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Joe Haden,/players/H/HadeJo99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Mike Hilton,/players/H/HiltMi01.htm,1,0,0,0,1,0,1,0,0,0,0,0
Mike Mitchell,/players/M/MitcMi99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Ryan Shazier,/players/S/ShazRy00.htm,1,0,2,0,2,0,0,0,0,0,0,0
T.J. Watt,/players/W/WattT.00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Vince Williams,/players/W/WillVi01.htm,1,0,0,0,0,0,0,0,0,0,0,0
