player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Brandon Carr,/players/C/CarrBr99.htm,3,0,0,0,0,0,0,0,0,0,0,0
Willie Henry,/players/H/HenrWi00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Tony Jefferson,/players/J/JeffTo00.htm,1,0,0,0,1,0,0,0,1,0,0,0
Matt Judon,/players/J/JudoMa00.htm,0,0,1,0,1,0,0,0,0,0,0,0
C.J. Mosley,/players/M/MoslC.00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Patrick Onwuasor,/players/O/OnwuPa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jimmy Smith,/players/S/SmitJi03.htm,0,0,0,0,0,1,0,0,0,0,1,0
Za'Darius Smith,/players/S/SmitZa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Eric Weddle,/players/W/WeddEr99.htm,0,0,1,0,2,0,0,0,0,0,0,0
Jayon Brown,/players/B/BrowJa06.htm,3,0,2,0,1,0,0,0,0,0,0,0
Kevin Byard,/players/B/ByarKe01.htm,0,0,2,0,0,0,0,1,1,0,0,0
Johnathan Cyprien,/players/C/CyprJo00.htm,0,0,0,0,1,0,0,0,0,0,1,0
Adoree' Jackson,/players/J/JackAd00.htm,7,0,0,0,0,0,0,1,0,0,0,0
Brice McCain,/players/M/McCaBr99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Derrick Morgan,/players/M/MorgDe99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Brian Orakpo,/players/O/OrakBr99.htm,0,0,1,0,1,0,0,0,0,0,0,0
Logan Ryan,/players/R/RyanLo00.htm,1,0,2,0,2,0,0,0,0,1,0,0
Da'Norris Searcy,/players/S/SearDa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
LeShaun Sims,/players/S/SimsLe00.htm,1,0,1,0,1,0,0,0,0,0,0,0
Wesley Woodyard,/players/W/WoodWe20.htm,3,1,3,0,0,0,0,0,0,0,0,0
