player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Jonathan Allen,/players/A/AlleJo01.htm,0,0,1,0,0,0,0,0,0,0,0,0
Bashaud Breeland,/players/B/BreeBa00.htm,0,1,0,0,4,0,0,0,0,0,0,0
Zach Brown,/players/B/BrowZa00.htm,2,0,3,0,1,0,0,0,0,0,0,0
Quinton Dunbar,/players/D/DunbQu00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Deshazor Everett,/players/E/EverDe01.htm,0,0,1,0,1,0,0,0,0,0,0,0
Kendall Fuller,/players/F/FullKe00.htm,0,0,0,0,0,0,0,0,1,0,0,0
Matthew Ioannidis,/players/I/IoanMa01.htm,0,0,1,0,0,0,0,0,0,0,0,0
Fabian Moreau,/players/M/MoreFa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Montae Nicholson,/players/N/NichMo00.htm,0,0,0,0,0,0,0,0,1,0,1,0
Josh Norman,/players/N/NormJo01.htm,1,1,0,0,0,0,0,0,0,0,0,0
Martrell Spaight,/players/S/SpaiMa00.htm,0,0,2,0,0,0,0,0,1,0,0,0
D.J. Swearinger,/players/S/SweaDJ00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Terrance Mitchell,/players/M/MitcTe00.htm,0,0,0,0,2,2,0,0,0,0,0,0
Eric Murray,/players/M/MurrEr00.htm,2,0,1,0,0,0,0,0,0,0,1,0
Ron Parker,/players/P/ParkRo01.htm,0,0,1,0,0,0,1,0,0,0,0,0
Marcus Peters,/players/P/PeteMa00.htm,1,0,0,0,0,0,0,0,0,0,1,0
