player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Chidobe Awuzie,/players/A/AwuzCh00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Bene Benwikere,/players/B/BenwBe00.htm,0,0,0,0,2,1,0,0,0,0,0,0
Anthony Brown,/players/B/BrowAn02.htm,0,0,0,0,3,0,0,0,0,0,0,0
Taco Charlton,/players/C/CharTa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Kavon Frazier,/players/F/FrazKa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Anthony Hitchens,/players/H/HitcAn00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Byron Jones,/players/J/JoneBy00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Sean Lee,/players/L/LeexSe99.htm,1,0,0,0,2,0,0,0,0,0,0,0
Jourdan Lewis,/players/L/LewiJo01.htm,1,0,0,0,1,0,0,0,0,0,0,0
Jaylon Smith,/players/S/SmitJa05.htm,0,0,1,0,0,0,0,0,0,0,0,0
Xavier Woods,/players/W/WoodXa00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Rasul Douglas,/players/D/DougRa00.htm,1,0,0,0,2,0,0,0,0,0,0,0
Dannell Ellerbe,/players/E/ElleDa99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Najee Goode,/players/G/GoodNa00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Corey Graham,/players/G/GrahCo99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Kamu Grugier-Hill,/players/G/GrugKa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Sidney Jones,/players/J/JoneSi00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Patrick Robinson,/players/R/RobiPa99.htm,0,0,1,1,0,0,0,0,0,0,0,0
Jaylen Watkins,/players/W/WatkJa01.htm,1,0,0,0,2,0,0,0,0,0,0,0
