player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Chase Allen,/players/A/AlleCh02.htm,0,0,1,0,0,0,0,0,0,0,0,0
Nate Allen,/players/A/AlleNa99.htm,1,0,1,0,1,0,0,0,1,0,0,0
Kiko Alonso,/players/A/AlonKi00.htm,0,0,3,0,1,0,0,0,0,0,0,0
Andre Branch,/players/B/BranAn00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Davon Godchaux,/players/G/GodcDa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Xavien Howard,/players/H/HowaXa00.htm,0,0,0,0,7,0,0,0,0,0,0,0
Mike Hull,/players/H/HullMi02.htm,3,0,2,0,3,0,0,0,0,0,0,0
Reshad Jones,/players/J/JoneRe99.htm,2,0,0,0,2,0,0,0,1,0,0,0
Byron Maxwell,/players/M/MaxwBy00.htm,2,0,0,0,2,0,0,0,0,0,0,0
Bobby McCain,/players/M/McCaBo01.htm,1,0,1,0,0,0,0,0,0,0,0,0
Jordan Phillips,/players/P/PhilJo01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Cameron Wake,/players/W/WakeCa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jahleel Addae,/players/A/AddaJa00.htm,0,0,0,0,4,0,0,0,0,0,0,0
Tre Boston,/players/B/BostTr00.htm,0,0,1,0,3,0,1,0,0,0,0,0
Jatavis Brown,/players/B/BrowJa05.htm,1,0,1,0,3,0,0,0,0,0,0,0
Kyle Emanuel,/players/E/EmanKy00.htm,0,0,0,0,1,0,0,1,0,0,0,0
Nigel Harris,/players/H/HarrNi00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Casey Hayward,/players/H/HaywCa00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Desmond King,/players/K/KingDe01.htm,2,0,0,0,1,0,0,0,0,0,0,0
Adrian Phillips,/players/P/PhilAd00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Hayes Pullard,/players/P/PullHa00.htm,2,0,0,0,1,0,0,0,0,0,0,0
Korey Toomer,/players/T/ToomKo00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Trevor Williams,/players/W/WillTr05.htm,0,0,1,0,3,1,0,0,1,0,0,0
