player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Sam Acho,/players/A/AchoSa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Prince Amukamara,/players/A/AmukPr00.htm,0,0,1,0,3,1,0,0,0,0,0,0
Bryce Callahan,/players/C/CallBr00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Kyle Fuller,/players/F/FullKy00.htm,3,1,0,1,0,0,0,1,0,0,0,0
Eddie Jackson,/players/J/JackEd01.htm,1,0,0,0,1,0,0,0,0,0,1,0
Nick Kwiatkoski,/players/K/KwiaNi00.htm,1,0,0,2,0,0,0,0,1,0,0,0
Chris Prosinski,/players/P/ProsCh00.htm,1,0,0,0,0,0,0,0,0,0,0,0
John Timu,/players/T/TimuJo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Danny Trevathan,/players/T/TrevDa00.htm,2,1,0,0,0,0,0,0,0,0,0,0
Darqueze Dennard,/players/D/DennDa00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Carlos Dunlap,/players/D/DunlCa99.htm,1,1,0,0,0,0,0,0,0,0,0,0
Jordan Evans,/players/E/EvanJo01.htm,3,0,1,0,0,0,0,0,0,0,0,0
Clayton Fejedelem,/players/F/FejeCl00.htm,0,0,0,0,1,0,0,0,0,0,0,0
George Iloka,/players/I/IlokGe00.htm,4,0,0,0,0,0,0,0,0,0,0,0
William Jackson,/players/J/JackWi02.htm,1,1,0,0,1,0,0,0,0,0,0,0
Kevin Minter,/players/M/MintKe00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Vincent Rey,/players/R/ReyxVi00.htm,0,0,2,0,1,0,0,0,0,0,0,0
KeiVarae Russell,/players/R/RussKe00.htm,2,0,0,0,0,0,1,0,0,0,0,0
Josh Shaw,/players/S/ShawJo00.htm,0,0,1,0,0,0,0,0,0,0,0,0
