player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Vontaze Burfict,/players/B/BurfVo00.htm,1,0,2,0,0,0,0,0,0,0,0,0
Darqueze Dennard,/players/D/DennDa00.htm,3,0,0,0,0,0,1,0,0,0,0,0
George Iloka,/players/I/IlokGe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Adam Jones,/players/J/JonePa20.htm,0,0,0,0,3,0,0,0,1,0,0,0
Dre Kirkpatrick,/players/K/KirkDr00.htm,2,0,2,0,0,0,0,0,0,0,0,0
Josh Shaw,/players/S/ShawJo00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Nick Vigil,/players/V/VigiNi00.htm,1,0,2,0,1,0,0,0,0,0,0,0
Shawn Williams,/players/W/WillSh02.htm,0,0,1,0,0,0,0,0,0,0,0,0
Calais Campbell,/players/C/CampCa99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Aaron Colvin,/players/C/ColvAa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Tashaun Gipson,/players/G/GipsTa00.htm,1,0,1,0,1,0,0,0,0,0,0,0
Paul Posluszny,/players/P/PoluPa99.htm,1,0,0,0,0,0,0,0,1,0,0,0
Jalen Ramsey,/players/R/RamsJa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
