player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Vince Biegel,/players/B/BiegVi00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Morgan Burnett,/players/B/BurnMo99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,1,0,1,0,0,0,0,0,1,0,1,0
Kyler Fackrell,/players/F/FackKy00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Josh Hawkins,/players/H/HawkJo00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Davon House,/players/H/HousDa00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Josh Jones,/players/J/JoneJo06.htm,0,1,0,0,1,0,0,1,0,0,0,0
Dean Lowry,/players/L/LowrDe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Blake Martinez,/players/M/MartBl01.htm,3,0,0,0,0,0,0,0,0,0,0,0
Damarious Randall,/players/R/RandDa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jake Ryan,/players/R/RyanJa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
James Burgess,/players/B/BurgJa01.htm,2,0,2,0,1,0,0,0,0,0,0,0
Tyrone Holmes,/players/H/HolmTy01.htm,0,0,0,0,1,0,0,0,0,0,0,0
Mike Jordan,/players/J/JordMi00.htm,1,1,1,0,2,0,0,0,0,0,0,0
Derrick Kindred,/players/K/KindDe00.htm,1,0,1,0,1,0,0,0,0,0,0,0
Christian Kirksey,/players/K/KirkCh00.htm,1,0,1,0,1,0,0,0,0,0,0,0
Jason McCourty,/players/M/McCoJa99.htm,3,0,1,0,6,0,0,0,0,0,0,0
Kai Nacua,/players/N/NacuKa00.htm,0,0,0,0,4,0,0,0,0,0,0,0
Joe Schobert,/players/S/SchoJo00.htm,1,0,1,0,1,0,0,0,0,0,0,0
Jamar Taylor,/players/T/TaylJa01.htm,1,0,0,0,1,0,0,0,0,0,0,0
