player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Zach Brown,/players/B/BrowZa00.htm,0,0,2,0,2,0,0,0,0,0,0,0
Quinton Dunbar,/players/D/DunbQu00.htm,0,1,0,0,2,0,0,0,0,0,1,0
Kendall Fuller,/players/F/FullKe00.htm,0,0,0,0,0,0,0,0,0,0,1,0
Preston Smith,/players/S/SmitPr00.htm,1,0,0,0,0,0,0,0,0,0,0,0
D.J. Swearinger,/players/S/SweaDJ00.htm,1,0,0,0,1,0,0,0,1,0,0,0
Nigel Bradham,/players/B/BradNi00.htm,1,0,0,0,0,0,1,0,0,0,0,0
Rasul Douglas,/players/D/DougRa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Najee Goode,/players/G/GoodNa00.htm,1,0,1,0,1,0,0,0,0,0,0,0
Brandon Graham,/players/G/GrahBr99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Corey Graham,/players/G/GrahCo99.htm,1,0,0,0,1,0,0,0,1,0,0,0
Malcolm Jenkins,/players/J/JenkMa99.htm,3,0,0,0,1,0,0,0,1,0,0,0
Chris Long,/players/L/LongCh99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Rodney McLeod,/players/M/McLeRo00.htm,0,0,0,0,1,1,0,0,0,0,1,0
Jalen Mills,/players/M/MillJa02.htm,1,0,1,0,0,0,0,0,0,0,0,0
Patrick Robinson,/players/R/RobiPa99.htm,0,0,0,0,1,0,0,0,0,0,1,0
Jaylen Watkins,/players/W/WatkJa01.htm,0,0,0,0,2,0,0,0,0,0,0,0
