player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Anthony Brown,/players/B/BrowAn02.htm,1,1,0,0,0,0,0,0,0,0,1,0
Jeff Heath,/players/H/HeatJe00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Anthony Hitchens,/players/H/HitcAn00.htm,0,0,2,0,0,0,0,0,0,0,0,0
Byron Jones,/players/J/JoneBy00.htm,0,0,3,0,1,0,0,0,0,0,0,0
Sean Lee,/players/L/LeexSe99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Jourdan Lewis,/players/L/LewiJo01.htm,0,0,1,0,1,0,0,0,0,0,0,0
Benson Mayowa,/players/M/MayoBe00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Orlando Scandrick,/players/S/ScanOr99.htm,2,1,0,0,2,0,0,0,0,0,0,0
Damien Wilson,/players/W/WilsDa02.htm,1,0,0,0,0,0,0,0,0,0,0,0
Xavier Woods,/players/W/WoodXa00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Ricardo Allen,/players/A/AlleRi00.htm,0,0,0,0,0,0,0,0,0,0,1,0
Vic Beasley,/players/B/BeasVi00.htm,0,0,0,0,1,0,0,0,0,0,0,0
De'Vondre Campbell,/players/C/CampDe00.htm,2,0,1,0,3,0,0,0,1,0,0,0
Deion Jones,/players/J/JoneDe01.htm,2,0,0,0,0,1,0,0,0,0,0,0
Keanu Neal,/players/N/NealKe01.htm,1,0,1,0,1,0,1,0,0,0,0,0
Brian Poole,/players/P/PoolBr01.htm,2,0,0,0,1,0,0,0,0,0,0,0
Derrick Shelby,/players/S/ShelDe00.htm,0,0,1,0,0,0,0,0,0,0,0,0
