player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
NaVorro Bowman,/players/B/BowmNa99.htm,1,0,3,0,5,0,0,0,0,0,0,0
T.J. Carrie,/players/C/CarrTr00.htm,2,0,0,0,3,0,0,0,0,0,0,0
Mario Edwards,/players/E/EdwaMa01.htm,0,0,1,0,0,0,0,0,0,0,0,0
Cory James,/players/J/JameCo00.htm,2,0,1,0,0,1,0,0,0,0,0,0
Karl Joseph,/players/J/JoseKa00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Dexter McDonald,/players/M/McDoDe02.htm,7,1,1,0,0,0,0,0,0,0,0,0
Obi Melifonwu,/players/M/MeliOb00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Reggie Nelson,/players/N/NelsRe99.htm,0,0,1,0,2,0,0,0,0,0,1,0
Sean Smith,/players/S/SmitSe99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Kiko Alonso,/players/A/AlonKi00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Xavien Howard,/players/H/HowaXa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Reshad Jones,/players/J/JoneRe99.htm,0,0,1,0,3,0,1,0,0,0,0,0
Rey Maualuga,/players/M/MauaRe99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Bobby McCain,/players/M/McCaBo01.htm,3,0,1,0,0,0,0,0,0,0,0,0
Maurice Smith,/players/S/SmitMa04.htm,0,0,0,0,1,0,0,0,0,0,0,0
Cordrea Tankersley,/players/T/TankCo00.htm,2,0,0,0,0,0,0,0,1,0,0,0
Michael Thomas,/players/T/ThomMi02.htm,0,0,0,0,1,0,0,0,0,0,0,0
Lawrence Timmons,/players/T/TimmLa99.htm,1,0,0,0,2,0,0,0,0,0,0,0
