player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
NaVorro Bowman,/players/B/BowmNa99.htm,1,0,0,0,0,0,0,1,0,0,0,0
T.J. Carrie,/players/C/CarrTr00.htm,3,0,0,0,1,0,2,0,0,0,1,0
James Cowser,/players/C/CowsJa00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Treyvon Hester,/players/H/HestTr00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Bruce Irvin,/players/I/IrviBr00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Karl Joseph,/players/J/JoseKa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Dexter McDonald,/players/M/McDoDe02.htm,1,0,1,0,0,0,0,0,0,0,0,0
Nicholas Morrow,/players/M/MorrNi00.htm,0,0,2,0,0,0,0,0,0,0,0,0
Reggie Nelson,/players/N/NelsRe99.htm,1,0,0,0,3,0,0,0,0,0,0,0
Justin Houston,/players/H/HousJu00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Jarvis Jenkins,/players/J/JenkJa01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Derrick Johnson,/players/J/JohnDe25.htm,1,1,1,0,0,0,0,0,0,0,0,0
Terrance Mitchell,/players/M/MitcTe00.htm,4,1,0,0,0,0,0,1,0,0,0,0
Steven Nelson,/players/N/NelsSt01.htm,1,0,1,0,2,1,0,0,0,0,0,0
Rakeem Nunez-Roches,/players/N/NuneRa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Ron Parker,/players/P/ParkRo01.htm,4,0,0,0,0,0,0,0,0,0,0,0
Kevin Pierre-Louis,/players/P/PierKe00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Daniel Sorensen,/players/S/SoreDa01.htm,0,0,0,0,2,0,0,0,0,0,0,0
Steven Terrell,/players/T/TerrSt00.htm,1,0,0,0,0,0,0,0,0,1,0,0
