player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Tyson Alualu,/players/A/AluaTy99.htm,1,0,0,0,0,0,0,1,0,0,0,0
Artie Burns,/players/B/BurnAr00.htm,1,0,0,0,3,1,0,0,0,0,1,0
Sean Davis,/players/D/DaviSe00.htm,1,1,0,0,0,0,1,0,0,1,0,0
Robert Golden,/players/G/GoldRo00.htm,0,1,1,0,1,0,0,0,0,0,0,0
Joe Haden,/players/H/HadeJo99.htm,2,0,0,0,0,0,0,1,0,0,0,0
Javon Hargrave,/players/H/HargJa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Cameron Heyward,/players/H/HeywCa01.htm,0,0,0,0,1,0,0,0,0,0,0,0
Mike Hilton,/players/H/HiltMi01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Mike Mitchell,/players/M/MitcMi99.htm,0,0,1,0,0,0,2,0,1,0,1,0
Ryan Shazier,/players/S/ShazRy00.htm,1,0,2,1,0,0,0,0,0,0,0,0
Leterrius Walton,/players/W/WaltLe00.htm,0,1,0,0,1,0,0,0,0,0,0,0
Vince Williams,/players/W/WillVi01.htm,3,0,2,0,0,0,0,0,0,0,0,0
Jarrad Davis,/players/D/DaviJa01.htm,0,0,1,0,0,0,0,0,0,0,0,0
Quandre Diggs,/players/D/DiggQu00.htm,0,0,2,0,1,0,0,0,0,0,0,0
Miles Killebrew,/players/K/KillMi00.htm,0,0,1,0,0,0,0,0,1,0,0,0
Nevin Lawson,/players/L/LawsNe00.htm,1,0,0,0,1,0,1,0,1,0,0,0
Glover Quin,/players/Q/QuinGl99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Jalen Reeves-Maybin,/players/R/ReevJa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Darius Slay,/players/S/SlayDa00.htm,0,0,1,0,0,0,0,1,0,0,0,0
Tavon Wilson,/players/W/WilsTa00.htm,1,0,3,0,1,0,0,0,0,0,0,0
