player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Kam Chancellor,/players/C/ChanKa99.htm,0,0,1,0,0,0,1,0,0,0,0,0
Justin Coleman,/players/C/ColeJu01.htm,0,1,1,0,1,0,0,0,0,0,0,0
Terence Garvin,/players/G/GarvTe00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Shaquill Griffin,/players/G/GrifSh00.htm,0,0,1,0,9,0,0,0,0,0,0,0
Jeremy Lane,/players/L/LaneJe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Richard Sherman,/players/S/SherRi00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Earl Thomas,/players/T/ThomEa99.htm,4,0,2,0,1,0,0,0,0,0,0,0
Bobby Wagner,/players/W/WagnBo00.htm,3,0,0,1,1,0,0,0,0,0,0,0
K.J. Wright,/players/W/WrigK.00.htm,0,0,2,0,0,0,0,0,0,0,0,0
Morgan Burnett,/players/B/BurnMo99.htm,0,0,1,1,2,0,0,0,0,0,0,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,0,0,1,0,2,0,1,0,0,0,0,0
Davon House,/players/H/HousDa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Damarious Randall,/players/R/RandDa00.htm,0,0,0,0,3,1,0,0,0,0,1,0
Quinten Rollins,/players/R/RollQu00.htm,2,0,0,1,2,0,0,0,0,0,0,0
