player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Tarell Basham,/players/B/BashTa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Darius Butler,/players/B/ButlDa99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Matthias Farley,/players/F/FarlMa00.htm,0,0,1,0,0,0,0,0,1,0,0,0
Jeremiah George,/players/G/GeorJe01.htm,0,0,2,0,0,0,0,0,0,0,0,0
T.J. Green,/players/G/GreeT.00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Nate Hairston,/players/H/HairNa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Barkevious Mingo,/players/M/MingBa00.htm,0,0,2,0,0,0,0,0,0,0,0,0
Antonio Morrison,/players/M/MorrAn01.htm,0,0,2,0,1,0,0,0,0,0,0,0
Anthony Walker,/players/W/WalkAn01.htm,1,0,3,0,0,0,0,0,0,0,0,0
Quincy Wilson,/players/W/WilsQu01.htm,1,0,0,0,1,0,0,0,0,0,0,0
Maurice Canady,/players/C/CanaMa00.htm,0,0,1,1,0,0,0,0,0,0,0,0
Brandon Carr,/players/C/CarrBr99.htm,1,1,0,0,0,0,0,0,1,0,0,0
Willie Henry,/players/H/HenrWi00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Tony Jefferson,/players/J/JeffTo00.htm,0,1,2,0,1,0,0,0,0,0,0,0
Anthony Levine,/players/L/LeviAn00.htm,1,0,2,0,0,0,0,0,0,0,0,0
C.J. Mosley,/players/M/MoslC.00.htm,0,0,0,1,1,0,0,0,0,0,0,0
Patrick Onwuasor,/players/O/OnwuPa00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Terrell Suggs,/players/S/SuggTe99.htm,0,0,0,0,0,0,0,0,1,0,0,0
Eric Weddle,/players/W/WeddEr99.htm,1,0,0,0,0,0,0,0,0,0,0,0
