player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Jayon Brown,/players/B/BrowJa06.htm,2,0,0,0,0,0,0,0,0,0,0,0
Johnathan Cyprien,/players/C/CyprJo00.htm,2,0,2,0,1,0,0,0,0,0,1,0
Adoree' Jackson,/players/J/JackAd00.htm,3,0,1,0,6,0,0,1,0,1,0,0
Derrick Morgan,/players/M/MorgDe99.htm,1,0,1,0,0,0,0,0,0,0,0,0
Logan Ryan,/players/R/RyanLo00.htm,1,0,0,0,2,0,0,1,0,0,0,0
LeShaun Sims,/players/S/SimsLe00.htm,0,0,0,0,1,0,0,0,0,1,0,0
Avery Williamson,/players/W/WillAv00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Artie Burns,/players/B/BurnAr00.htm,0,0,0,0,7,0,0,0,0,0,0,0
Sean Davis,/players/D/DaviSe00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Robert Golden,/players/G/GoldRo00.htm,1,0,0,0,0,0,0,0,2,0,0,0
Cameron Heyward,/players/H/HeywCa01.htm,0,0,0,0,1,0,0,0,0,0,0,0
Mike Hilton,/players/H/HiltMi01.htm,1,0,1,0,1,0,0,0,0,0,1,0
Coty Sensabaugh,/players/S/SensCo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Shazier,/players/S/ShazRy00.htm,2,0,1,0,2,0,0,0,0,0,0,0
Vince Williams,/players/W/WillVi01.htm,0,0,0,0,0,0,0,0,2,0,0,0
