player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
James Burgess,/players/B/BurgJa01.htm,0,0,1,0,1,0,0,0,0,0,0,0
Justin Currie,/players/C/CurrJu00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Christian Kirksey,/players/K/KirkCh00.htm,2,0,2,0,1,0,0,0,0,0,0,0
Jason McCourty,/players/M/McCoJa99.htm,0,0,0,0,2,1,0,0,0,0,0,0
Kai Nacua,/players/N/NacuKa00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Sam Acho,/players/A/AchoSa00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Adrian Amos,/players/A/AmosAd00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Prince Amukamara,/players/A/AmukPr00.htm,0,0,0,0,0,0,0,0,0,0,1,0
Jonathan Bullard,/players/B/BullJo00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Bryce Callahan,/players/C/CallBr00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Kyle Fuller,/players/F/FullKy00.htm,1,3,0,1,0,0,0,1,0,0,0,0
Eddie Goldman,/players/G/GoldEd00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Eddie Jackson,/players/J/JackEd01.htm,0,0,1,0,2,0,0,0,0,0,0,0
Nick Kwiatkoski,/players/K/KwiaNi00.htm,2,0,1,0,0,0,0,0,0,0,0,0
John Timu,/players/T/TimuJo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Danny Trevathan,/players/T/TrevDa00.htm,1,1,0,0,1,0,0,0,0,0,0,0
