player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Deshazor Everett,/players/E/EverDe01.htm,1,0,2,0,1,0,0,0,0,0,0,0
Josh Harvey-Clemons,/players/H/HarvJo01.htm,0,0,0,1,1,0,0,0,0,0,0,0
Josh Norman,/players/N/NormJo01.htm,1,1,0,0,0,0,0,0,0,0,0,0
D.J. Swearinger,/players/S/SweaDJ00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Zach Vigil,/players/V/VigiZa00.htm,1,0,0,0,0,1,0,0,0,0,0,0
Andrew Adams,/players/A/AdamAn01.htm,2,1,0,0,1,0,0,0,0,0,0,0
Ray-Ray Armstrong,/players/A/ArmsRa01.htm,2,0,0,0,0,0,0,0,0,0,0,0
Ross Cockrell,/players/C/CockRo00.htm,0,0,0,1,1,1,0,1,0,0,0,0
Brandon Dixon,/players/D/DixoBr00.htm,2,0,0,0,2,0,0,0,0,0,0,0
Damon Harrison,/players/H/HarrDa03.htm,1,0,0,0,0,0,0,0,0,0,0,0
Devon Kennard,/players/K/KennDe00.htm,1,0,0,1,0,0,0,0,0,0,0,0
Darryl Morris,/players/M/MorrDa01.htm,0,0,2,0,0,0,0,0,0,0,0,0
Calvin Munson,/players/M/MunsCa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Dominique Rodgers-Cromartie,/players/R/RodgDo99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Kelvin Sheppard,/players/S/ShepKe00.htm,2,0,2,0,1,0,0,0,0,0,0,0
Darian Thompson,/players/T/ThomDa05.htm,3,0,1,0,1,0,0,0,0,0,0,0
