player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Vonn Bell,/players/B/BellVo00.htm,3,0,1,0,0,0,0,0,0,0,0,0
Rafael Bush,/players/B/BushRa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
De'Vante Harris,/players/H/HarrDe04.htm,1,0,1,0,0,0,0,0,0,0,0,0
A.J. Klein,/players/K/KleiAJ00.htm,1,0,0,0,3,0,0,0,0,0,0,0
Sterling Moore,/players/M/MoorSt00.htm,0,1,0,0,1,0,0,0,0,0,0,0
David Onyemata,/players/O/OnyeDa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Craig Robertson,/players/R/RobeCr00.htm,2,0,1,0,0,0,0,0,0,0,0,0
Kenny Vaccaro,/players/V/VaccKe00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Marcus Williams,/players/W/WillMa08.htm,1,0,0,0,0,0,2,0,0,0,1,0
P.J. Williams,/players/W/WillP.00.htm,0,0,1,0,2,2,0,0,0,0,0,0
Mark Barron,/players/B/BarrMa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Michael Brockers,/players/B/BrocMi00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Blake Countess,/players/C/CounBl00.htm,0,0,0,0,1,0,0,0,0,0,0,0
John Johnson,/players/J/JohnJo10.htm,0,0,1,0,0,0,0,0,0,0,0,0
Trumaine Johnson,/players/J/JohnTr05.htm,2,0,2,0,2,0,0,1,0,0,0,0
Alec Ogletree,/players/O/OgleAl00.htm,2,0,0,1,2,0,0,0,0,0,0,0
Robert Quinn,/players/Q/QuinRo00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Tyrunn Walker,/players/W/WalkTy00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Kayvon Webster,/players/W/WebsKa00.htm,2,0,0,0,1,1,0,0,0,0,0,0
