player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Ray-Ray Armstrong,/players/A/ArmsRa01.htm,1,0,0,0,1,0,0,0,0,0,0,0
Adrian Colbert,/players/C/ColbAd00.htm,0,0,0,0,0,0,0,0,0,0,1,0
Brock Coyle,/players/C/CoylBr00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Eli Harold,/players/H/HaroEl00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Dontae Johnson,/players/J/JohnDo02.htm,0,0,0,0,1,1,0,0,0,0,0,0
Eric Reid,/players/R/ReidEr00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jaquiski Tartt,/players/T/TartJa00.htm,0,0,2,0,1,0,0,0,0,0,0,0
Jimmie Ward,/players/W/WardJi01.htm,0,0,2,0,0,0,0,0,0,0,0,0
Ahkello Witherspoon,/players/W/WithAh00.htm,2,0,1,0,0,0,0,0,0,0,0,0
Nigel Bradham,/players/B/BradNi00.htm,1,0,0,0,2,1,0,0,0,0,0,0
Vinny Curry,/players/C/CurrVi00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Corey Graham,/players/G/GrahCo99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Malcolm Jenkins,/players/J/JenkMa99.htm,2,0,0,1,0,0,1,0,0,0,0,0
Mychal Kendricks,/players/K/KendMy00.htm,1,0,0,0,1,1,0,0,0,0,0,0
Dexter McDougle,/players/M/McDoDe00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Rodney McLeod,/players/M/McLeRo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills,/players/M/MillJa02.htm,2,0,0,0,0,0,0,0,0,0,0,0
Joe Walker,/players/W/WalkJo01.htm,1,0,0,0,1,1,0,0,0,0,0,0
Jaylen Watkins,/players/W/WatkJa01.htm,0,0,0,0,1,0,0,0,0,0,0,0
