player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Nate Allen,/players/A/AlleNa99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Kiko Alonso,/players/A/AlonKi00.htm,2,0,0,0,1,0,0,0,0,0,0,0
Xavien Howard,/players/H/HowaXa00.htm,3,0,0,0,0,0,0,0,0,0,0,0
Reshad Jones,/players/J/JoneRe99.htm,0,0,2,0,1,0,0,0,0,0,1,0
Rey Maualuga,/players/M/MauaRe99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Bobby McCain,/players/M/McCaBo01.htm,3,0,2,0,1,0,0,0,0,0,0,0
Ndamukong Suh,/players/S/SuhxNd99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Cordrea Tankersley,/players/T/TankCo00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Michael Thomas,/players/T/ThomMi02.htm,0,0,0,0,1,0,0,0,0,0,0,0
Lawrence Timmons,/players/T/TimmLa99.htm,3,1,0,0,2,0,0,0,0,0,0,0
Robert Alford,/players/A/AlfoRo00.htm,1,0,1,1,0,0,0,0,0,0,0,0
Ricardo Allen,/players/A/AlleRi00.htm,2,0,1,0,1,0,0,0,0,0,0,0
Deion Jones,/players/J/JoneDe01.htm,1,0,1,0,2,0,0,0,0,0,0,0
Keanu Neal,/players/N/NealKe01.htm,1,0,1,0,2,0,0,0,0,0,0,0
Brian Poole,/players/P/PoolBr01.htm,0,1,0,0,1,0,0,0,0,0,0,0
Derrick Shelby,/players/S/ShelDe00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Desmond Trufant,/players/T/TrufDe00.htm,2,0,0,0,0,0,0,0,0,0,0,0
