player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Malcolm Butler,/players/B/ButlMa01.htm,1,1,0,0,2,0,0,0,0,0,0,0
Patrick Chung,/players/C/ChunPa99.htm,0,0,2,0,0,0,0,0,0,0,0,0
Trey Flowers,/players/F/FlowTr00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Stephon Gilmore,/players/G/GilmSt00.htm,1,0,1,0,1,1,0,0,0,0,0,0
Duron Harmon,/players/H/HarmDu00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Jonathan Jones,/players/J/JoneJo03.htm,2,0,0,0,1,1,0,0,0,0,0,0
Devin McCourty,/players/M/McCoDe99.htm,0,0,0,0,1,0,0,0,0,0,1,0
Elandon Roberts,/players/R/RobeEl00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Shaquil Barrett,/players/B/BarrSh00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Chris Harris,/players/H/HarrCh01.htm,1,0,0,0,2,0,0,0,0,0,0,0
Brandon Marshall,/players/M/MarsBr01.htm,1,0,2,0,3,0,0,0,0,0,0,0
Will Parks,/players/P/ParkWi01.htm,0,0,0,1,1,0,0,0,0,0,0,0
Shane Ray,/players/R/RayxSh00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Bradley Roby,/players/R/RobyBr00.htm,0,0,0,0,1,1,0,0,0,0,0,0
Justin Simmons,/players/S/SimmJu00.htm,0,0,3,0,1,0,0,0,1,0,0,0
Darian Stewart,/players/S/StewDa00.htm,0,0,0,0,3,0,0,0,0,0,0,0
