player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Vontaze Burfict,/players/B/BurfVo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Darqueze Dennard,/players/D/DennDa00.htm,0,0,1,0,0,0,0,0,1,0,0,0
Carlos Dunlap,/players/D/DunlCa99.htm,1,0,1,0,0,0,0,0,0,0,0,0
Clayton Fejedelem,/players/F/FejeCl00.htm,1,0,0,0,1,0,0,1,0,0,0,0
George Iloka,/players/I/IlokGe00.htm,0,0,3,0,1,0,0,0,0,1,0,0
Michael Johnson,/players/J/JohnMi98.htm,0,0,0,0,1,0,0,0,0,0,0,0
Adam Jones,/players/J/JonePa20.htm,0,0,0,0,1,0,0,0,0,0,0,0
Dre Kirkpatrick,/players/K/KirkDr00.htm,3,0,1,0,0,0,0,0,0,0,0,0
Vincent Rey,/players/R/ReyxVi00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Josh Shaw,/players/S/ShawJo00.htm,1,0,0,0,3,0,0,0,0,0,0,0
Nick Vigil,/players/V/VigiNi00.htm,2,0,2,1,0,0,0,0,0,0,0,0
Jayon Brown,/players/B/BrowJa06.htm,1,0,1,0,2,0,0,0,0,0,0,0
Kevin Byard,/players/B/ByarKe01.htm,1,0,1,0,0,1,0,1,0,0,0,0
Johnathan Cyprien,/players/C/CyprJo00.htm,2,0,1,0,0,0,0,0,0,0,0,0
Adoree' Jackson,/players/J/JackAd00.htm,1,1,0,0,0,1,0,0,0,0,0,0
Austin Johnson,/players/J/JohnAu01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Logan Ryan,/players/R/RyanLo00.htm,1,0,0,0,3,1,0,0,0,0,0,0
LeShaun Sims,/players/S/SimsLe00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Wesley Woodyard,/players/W/WoodWe20.htm,2,0,0,1,1,0,0,0,0,0,0,0
