player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Marcus Cooper,/players/C/CoopMa00.htm,2,0,1,0,0,0,0,0,0,0,0,0
Quintin Demps,/players/D/DempQu99.htm,0,0,2,0,0,0,1,0,0,0,0,0
Kyle Fuller,/players/F/FullKy00.htm,0,0,1,0,2,0,0,0,0,0,0,0
Eddie Jackson,/players/J/JackEd01.htm,0,0,0,0,1,0,0,0,1,0,1,0
Christian Jones,/players/J/JoneCh05.htm,0,0,0,0,2,0,0,0,0,0,0,0
Nick Kwiatkoski,/players/K/KwiaNi00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Cre'von LeBlanc,/players/L/LeBlCr01.htm,0,0,0,0,1,0,0,0,0,0,0,0
Pernell McPhee,/players/M/McPhPe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Kendell Beckwith,/players/B/BeckKe00.htm,0,0,0,1,2,0,0,0,0,0,0,0
Chris Conte,/players/C/ContCh00.htm,1,1,2,0,2,0,1,0,1,0,0,0
Lavonte David,/players/D/DaviLa00.htm,3,0,0,0,2,0,0,0,0,0,0,0
Adarius Glanton,/players/G/GlanAd00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Brent Grimes,/players/G/GrimBr20.htm,4,0,1,0,0,0,0,0,0,0,0,0
Robert McClain,/players/M/McClRo98.htm,0,0,2,0,0,0,0,0,0,0,0,0
Ryan Smith,/players/S/SmitRy00.htm,2,0,0,0,0,0,1,0,0,0,0,0
Keith Tandy,/players/T/TandKe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
T.J. Ward,/players/W/WardT.99.htm,0,0,0,0,1,0,0,0,0,0,0,0
