player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Jay Bromley,/players/B/BromJa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Ross Cockrell,/players/C/CockRo00.htm,4,0,0,0,0,0,1,0,0,0,0,0
Landon Collins,/players/C/CollLa00.htm,1,0,0,0,2,0,0,1,2,0,0,0
Brandon Dixon,/players/D/DixoBr00.htm,0,0,0,0,3,2,0,0,0,0,0,0
B.J. Goodson,/players/G/GoodB.00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Devon Kennard,/players/K/KennDe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Darryl Morris,/players/M/MorrDa01.htm,1,0,1,0,1,0,0,0,0,0,0,0
Calvin Munson,/players/M/MunsCa00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Dominique Rodgers-Cromartie,/players/R/RodgDo99.htm,1,0,0,0,1,0,0,0,0,0,0,0
Kelvin Sheppard,/players/S/ShepKe00.htm,1,0,3,0,0,0,0,0,0,0,0,0
Darian Thompson,/players/T/ThomDa05.htm,1,0,0,0,0,0,0,0,0,0,0,0
Denico Autry,/players/A/AutrDe00.htm,0,1,1,0,0,0,0,0,0,0,0,0
NaVorro Bowman,/players/B/BowmNa99.htm,2,0,1,0,1,0,0,0,0,0,0,0
T.J. Carrie,/players/C/CarrTr00.htm,0,0,1,1,0,0,0,0,0,0,0,0
Bruce Irvin,/players/I/IrviBr00.htm,0,0,2,0,1,0,0,0,0,0,0,0
Karl Joseph,/players/J/JoseKa00.htm,0,0,1,0,0,0,1,0,0,0,0,0
Dexter McDonald,/players/M/McDoDe02.htm,4,1,0,0,0,0,0,0,0,0,0,0
Nicholas Morrow,/players/M/MorrNi00.htm,2,0,1,0,0,0,1,0,0,0,0,0
Reggie Nelson,/players/N/NelsRe99.htm,1,0,1,0,0,0,0,0,0,0,0,0
Sean Smith,/players/S/SmitSe99.htm,0,0,0,0,1,1,0,0,0,0,0,0
