player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Jahleel Addae,/players/A/AddaJa00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Tre Boston,/players/B/BostTr00.htm,2,0,0,0,1,0,0,0,0,1,0,0
Jatavis Brown,/players/B/BrowJa05.htm,0,0,0,0,1,0,0,0,0,0,0,0
Kyle Emanuel,/players/E/EmanKy00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Casey Hayward,/players/H/HaywCa00.htm,0,0,1,0,0,0,0,0,0,1,0,0
Desmond King,/players/K/KingDe01.htm,1,0,0,0,2,0,0,0,0,0,0,0
Adrian Phillips,/players/P/PhilAd00.htm,2,1,2,0,3,0,1,0,0,0,0,0
Hayes Pullard,/players/P/PullHa00.htm,2,0,3,0,0,0,0,0,0,0,0,0
Damion Square,/players/S/SquaDa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Korey Toomer,/players/T/ToomKo00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Trevor Williams,/players/W/WillTr05.htm,0,0,2,0,3,1,0,0,0,0,0,0
Johnson Bademosi,/players/B/BadeJo00.htm,0,0,0,0,3,0,0,0,0,0,1,0
Patrick Chung,/players/C/ChunPa99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Marquis Flowers,/players/F/FlowMa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Trey Flowers,/players/F/FlowTr00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Devin McCourty,/players/M/McCoDe99.htm,0,0,1,0,2,0,0,0,0,0,0,0
Elandon Roberts,/players/R/RobeEl00.htm,0,0,1,0,0,0,0,0,0,0,0,0
