player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Dylan Cole,/players/C/ColeDy00.htm,0,0,0,0,0,0,0,0,1,0,0,0
Zach Cunningham,/players/C/CunnZa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Marcus Gilchrist,/players/G/GilcMa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Kareem Jackson,/players/J/JackKa99.htm,1,0,2,0,0,0,0,0,0,0,0,0
Jelani Jenkins,/players/J/JenkJe00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Kevin Johnson,/players/J/JohnKe04.htm,1,0,0,0,1,0,0,0,0,0,0,0
Johnathan Joseph,/players/J/JoseJo20.htm,2,0,0,1,0,0,0,0,0,0,0,0
Benardrick McKinney,/players/M/McKiBe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Brian Peters,/players/P/PeteBr00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Eddie Pleasant,/players/P/PleaEd00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Brennan Scarlett,/players/S/ScarBr00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Marcus Williams,/players/W/WillMa03.htm,0,0,0,0,0,0,0,0,0,0,1,0
Maurice Canady,/players/C/CanaMa00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Brandon Carr,/players/C/CarrBr99.htm,2,0,0,0,0,0,0,0,1,0,0,0
Tony Jefferson,/players/J/JeffTo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Matt Judon,/players/J/JudoMa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Anthony Levine,/players/L/LeviAn00.htm,0,0,0,0,1,0,0,0,0,0,0,0
C.J. Mosley,/players/M/MoslC.00.htm,0,0,4,0,2,0,0,0,0,0,0,0
Patrick Onwuasor,/players/O/OnwuPa00.htm,0,0,1,1,0,0,0,0,0,0,0,0
Jimmy Smith,/players/S/SmitJi03.htm,0,0,0,0,1,0,0,0,0,0,0,0
Lardarius Webb,/players/W/WebbLa99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Eric Weddle,/players/W/WeddEr99.htm,0,0,0,0,3,0,0,0,2,0,0,0
