player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Robert Alford,/players/A/AlfoRo00.htm,0,0,0,0,2,0,0,0,0,0,1,0
De'Vondre Campbell,/players/C/CampDe00.htm,1,0,0,0,0,0,0,0,0,0,1,0
Kemal Ishmael,/players/I/IshmKe00.htm,0,0,0,0,0,0,0,0,0,0,1,0
Grady Jarrett,/players/J/JarrGr00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Deion Jones,/players/J/JoneDe01.htm,1,0,1,0,2,0,0,0,0,0,0,0
Keanu Neal,/players/N/NealKe01.htm,1,0,0,0,3,1,0,0,1,0,0,0
Brian Poole,/players/P/PoolBr01.htm,1,0,1,0,1,0,0,0,0,0,0,0
Desmond Trufant,/players/T/TrufDe00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Johnson Bademosi,/players/B/BadeJo00.htm,2,0,0,0,4,0,0,0,0,1,0,0
Adam Butler,/players/B/ButlAd00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Malcolm Butler,/players/B/ButlMa01.htm,0,1,1,0,3,0,0,0,0,0,0,0
Patrick Chung,/players/C/ChunPa99.htm,2,0,0,0,1,0,0,0,0,0,0,0
Lawrence Guy,/players/G/GuyxLa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Duron Harmon,/players/H/HarmDu00.htm,1,0,0,0,1,0,0,1,0,0,1,0
David Harris,/players/H/HarrDa99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Devin McCourty,/players/M/McCoDe99.htm,0,0,2,0,0,0,0,0,0,0,0,0
