player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Brandon Bell,/players/B/BellBr01.htm,0,0,3,0,0,0,0,0,0,0,0,0
Darqueze Dennard,/players/D/DennDa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jordan Evans,/players/E/EvanJo01.htm,0,0,1,2,1,0,0,0,0,0,0,0
George Iloka,/players/I/IlokGe00.htm,0,0,1,0,1,0,0,0,0,0,0,0
William Jackson,/players/J/JackWi02.htm,0,0,1,0,0,0,0,0,0,0,0,0
Dre Kirkpatrick,/players/K/KirkDr00.htm,0,1,1,0,0,0,0,1,0,0,0,0
Carl Lawson,/players/L/LawsCa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Hardy Nickerson,/players/N/NickHa02.htm,0,1,3,0,0,0,0,0,0,0,0,0
Vincent Rey,/players/R/ReyxVi00.htm,2,0,5,0,2,0,0,0,0,0,0,0
Josh Shaw,/players/S/ShawJo00.htm,0,0,1,1,0,0,0,0,0,0,0,0
Shawn Williams,/players/W/WillSh02.htm,0,0,0,0,1,0,0,1,0,0,0,0
Maurice Canady,/players/C/CanaMa00.htm,2,0,2,0,2,0,0,0,1,0,0,0
Brandon Carr,/players/C/CarrBr99.htm,3,0,0,2,0,0,0,0,0,0,0,0
Chuck Clark,/players/C/ClarCh00.htm,1,1,0,0,1,0,0,0,0,0,0,0
Marlon Humphrey,/players/H/HumpMa00.htm,0,0,1,0,1,0,0,0,0,0,0,0
C.J. Mosley,/players/M/MoslC.00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Patrick Onwuasor,/players/O/OnwuPa00.htm,0,0,1,0,1,0,0,0,0,0,0,0
