player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Nigel Bradham,/players/B/BradNi00.htm,0,1,3,1,3,0,0,0,0,0,0,0
Ronald Darby,/players/D/DarbRo00.htm,0,0,1,0,2,2,0,0,0,0,0,0
Corey Graham,/players/G/GrahCo99.htm,3,0,0,0,3,0,0,0,1,0,0,0
Kamu Grugier-Hill,/players/G/GrugKa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Malcolm Jenkins,/players/J/JenkMa99.htm,0,0,3,0,0,0,0,0,0,0,0,0
Timmy Jernigan,/players/J/JernTi00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Mychal Kendricks,/players/K/KendMy00.htm,1,0,1,0,1,0,0,0,0,0,0,0
Rodney McLeod,/players/M/McLeRo00.htm,2,0,3,0,0,0,0,0,1,0,1,0
Jalen Mills,/players/M/MillJa02.htm,2,1,0,0,0,0,0,0,0,0,0,0
Patrick Robinson,/players/R/RobiPa99.htm,1,1,2,0,0,0,0,0,0,0,0,0
Andrew Adams,/players/A/AdamAn01.htm,1,0,1,0,1,0,0,0,1,0,0,0
Eli Apple,/players/A/ApplEl00.htm,0,0,1,0,3,0,0,0,0,0,0,0
Ross Cockrell,/players/C/CockRo00.htm,2,1,0,0,0,0,1,0,0,0,0,0
Brandon Dixon,/players/D/DixoBr00.htm,0,0,0,0,1,0,0,0,0,0,0,0
B.J. Goodson,/players/G/GoodB.00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Devon Kennard,/players/K/KennDe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Dominique Rodgers-Cromartie,/players/R/RodgDo99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Darian Thompson,/players/T/ThomDa05.htm,1,0,0,0,1,0,0,0,0,1,0,0
