player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Malcolm Butler,/players/B/ButlMa01.htm,1,0,0,0,2,0,0,0,0,0,0,0
Patrick Chung,/players/C/ChunPa99.htm,0,0,0,0,2,0,0,1,0,0,0,0
Jonathan Freeny,/players/F/FreeJo01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Stephon Gilmore,/players/G/GilmSt00.htm,2,0,0,0,1,0,0,0,0,0,0,0
Duron Harmon,/players/H/HarmDu00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jonathan Jones,/players/J/JoneJo03.htm,2,0,0,0,0,0,0,0,0,0,0,0
Devin McCourty,/players/M/McCoDe99.htm,1,0,0,0,2,0,0,0,0,0,0,0
Elandon Roberts,/players/R/RobeEl00.htm,1,0,2,0,0,0,0,0,0,0,0,0
Eric Rowe,/players/R/RoweEr00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Chase Allen,/players/A/AlleCh02.htm,1,0,1,0,0,0,0,0,0,0,0,0
Kiko Alonso,/players/A/AlonKi00.htm,1,0,4,0,1,0,1,0,0,0,0,0
Davon Godchaux,/players/G/GodcDa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Charles Harris,/players/H/HarrCh03.htm,0,0,0,0,1,0,0,0,0,0,0,0
Reshad Jones,/players/J/JoneRe99.htm,1,0,3,0,1,0,0,0,0,1,0,0
Bobby McCain,/players/M/McCaBo01.htm,1,0,1,0,2,0,0,0,0,0,0,0
T.J. McDonald,/players/M/McDoTJ00.htm,1,0,1,0,1,0,0,0,0,0,2,0
Lawrence Timmons,/players/T/TimmLa99.htm,1,0,0,0,1,0,0,0,0,0,0,0
Alterraun Verner,/players/V/VernAl99.htm,1,1,0,0,1,1,0,0,0,0,0,0
