player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Jahleel Addae,/players/A/AddaJa00.htm,1,0,0,0,3,0,0,0,0,0,0,0
Tre Boston,/players/B/BostTr00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Casey Hayward,/players/H/HaywCa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Desmond King,/players/K/KingDe01.htm,0,0,1,0,2,0,0,0,0,0,0,0
Hayes Pullard,/players/P/PullHa00.htm,2,0,0,0,1,0,0,0,0,0,0,0
Jamal Adams,/players/A/AdamJa00.htm,1,0,1,0,0,0,1,0,0,0,1,0
Juston Burris,/players/B/BurrJu00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Morris Claiborne,/players/C/ClaiMo00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Demario Davis,/players/D/DaviDe00.htm,0,0,2,0,1,0,0,0,0,0,0,0
Jordan Jenkins,/players/J/JenkJo01.htm,1,0,0,0,0,1,0,0,0,0,0,0
Darron Lee,/players/L/LeexDa00.htm,2,0,1,0,1,0,0,0,0,0,0,0
Marcus Maye,/players/M/MayeMa00.htm,0,0,0,0,2,0,0,0,0,0,2,0
Buster Skrine,/players/S/SkriBu00.htm,0,0,1,0,1,1,0,0,0,0,1,0
