player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Jamal Adams,/players/A/AdamJa00.htm,1,0,0,0,1,0,0,0,1,0,0,0
Juston Burris,/players/B/BurrJu00.htm,0,0,0,0,0,0,1,0,0,0,0,0
Morris Claiborne,/players/C/ClaiMo00.htm,3,0,0,0,1,0,0,0,0,0,0,0
Xavier Cooper,/players/C/CoopXa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Demario Davis,/players/D/DaviDe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jordan Jenkins,/players/J/JenkJo01.htm,1,0,1,0,0,0,0,0,0,0,0,0
Darron Lee,/players/L/LeexDa00.htm,2,0,1,0,1,0,0,0,0,0,0,0
Josh Martin,/players/M/MartJo02.htm,0,0,1,0,1,0,0,0,0,0,0,0
Marcus Maye,/players/M/MayeMa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Steve McLendon,/players/M/McLeSt00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Buster Skrine,/players/S/SkriBu00.htm,1,0,0,0,3,1,0,0,0,0,0,0
Ken Crawley,/players/C/CrawKe02.htm,1,0,0,0,2,0,0,0,0,0,0,0
Marshon Lattimore,/players/L/LattMa01.htm,2,1,0,0,0,1,0,0,0,0,1,0
Michael Mauti,/players/M/MautMi00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Craig Robertson,/players/R/RobeCr00.htm,0,0,0,0,3,0,0,0,0,0,0,0
Manti Te'o,/players/T/TeoxMa00.htm,0,0,2,1,0,0,1,0,0,0,0,0
Kenny Vaccaro,/players/V/VaccKe00.htm,1,0,0,0,3,0,1,0,0,0,1,0
Marcus Williams,/players/W/WillMa08.htm,1,0,0,0,0,0,0,0,0,0,0,0
