player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
A.J. Bouye,/players/B/BouyA.00.htm,1,0,0,0,4,1,0,0,0,0,0,0
Barry Church,/players/C/ChurBa99.htm,1,0,2,1,0,0,0,0,0,0,0,0
Aaron Colvin,/players/C/ColvAa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Tashaun Gipson,/players/G/GipsTa00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Myles Jack,/players/J/JackMy00.htm,0,0,1,1,0,0,0,0,0,0,0,0
Jalen Ramsey,/players/R/RamsJa00.htm,3,1,0,0,0,0,0,1,0,0,0,0
Telvin Smith,/players/S/SmitTe01.htm,1,0,2,0,2,0,0,0,0,0,0,0
Peyton Thompson,/players/T/ThomPe00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Jarrod Wilson,/players/W/WilsJa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Jonathan Bostic,/players/B/BostJo00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Darius Butler,/players/B/ButlDa99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Vontae Davis,/players/D/DaviVo99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Matthias Farley,/players/F/FarlMa00.htm,0,0,0,0,0,0,0,0,1,0,0,0
T.J. Green,/players/G/GreeT.00.htm,1,0,2,0,0,0,0,0,0,0,0,0
Nate Hairston,/players/H/HairNa00.htm,1,0,1,0,1,0,0,1,0,0,0,0
Malik Hooker,/players/H/HookMa00.htm,1,0,0,0,0,0,0,0,0,0,1,0
Rashaan Melvin,/players/M/MelvRa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Christopher Milton,/players/M/MiltCh00.htm,0,0,0,0,0,0,0,0,1,0,0,0
Antonio Morrison,/players/M/MorrAn01.htm,1,0,2,0,1,0,0,0,0,0,0,0
Al Woods,/players/W/WoodAl99.htm,0,0,0,0,1,0,0,0,0,0,0,0
