player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Anthony Barr,/players/B/BarrAn00.htm,2,0,0,0,2,0,0,0,0,0,0,0
Eric Kendricks,/players/K/KendEr00.htm,2,0,1,1,1,0,0,0,1,0,0,0
Emmanuel Lamur,/players/L/LamuEm00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Xavier Rhodes,/players/R/RhodXa00.htm,2,0,0,0,1,0,0,0,0,0,0,0
Andrew Sendejo,/players/S/SendAn00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Trae Waynes,/players/W/WaynTr00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Ricardo Allen,/players/A/AlleRi00.htm,3,0,3,0,3,0,0,0,0,0,0,0
Vic Beasley,/players/B/BeasVi00.htm,0,0,0,0,2,0,0,0,0,0,0,0
De'Vondre Campbell,/players/C/CampDe00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Grady Jarrett,/players/J/JarrGr00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Deion Jones,/players/J/JoneDe01.htm,2,0,0,0,1,0,0,0,0,0,0,0
Damontae Kazee,/players/K/KazeDa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Keanu Neal,/players/N/NealKe01.htm,2,0,1,0,0,0,0,0,0,0,0,0
Dontari Poe,/players/P/PoexDo00.htm,0,0,0,0,1,0,0,0,0,0,0,0
LaRoy Reynolds,/players/R/ReynLa00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Blidi Wreh-Wilson,/players/W/WrehBl00.htm,1,0,0,0,0,0,0,1,0,0,0,0
