player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Darqueze Dennard,/players/D/DennDa00.htm,3,0,1,0,2,0,1,0,0,0,0,0
George Iloka,/players/I/IlokGe00.htm,1,0,1,0,0,0,2,0,0,0,0,0
William Jackson,/players/J/JackWi02.htm,1,0,0,0,1,0,0,0,0,0,0,0
Adam Jones,/players/J/JonePa20.htm,0,0,0,0,3,0,0,0,0,0,0,0
Dre Kirkpatrick,/players/K/KirkDr00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Vincent Rey,/players/R/ReyxVi00.htm,2,0,1,0,2,0,1,0,0,0,0,0
Josh Shaw,/players/S/ShawJo00.htm,0,0,0,0,0,0,0,0,0,0,1,0
Nick Vigil,/players/V/VigiNi00.htm,1,0,0,0,4,0,0,0,0,0,0,0
Shawn Williams,/players/W/WillSh02.htm,1,0,0,0,0,0,0,0,0,0,0,0
Morgan Burnett,/players/B/BurnMo99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Quinton Dial,/players/D/DialQu00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Marwin Evans,/players/E/EvanMa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Josh Jones,/players/J/JoneJo06.htm,3,0,2,0,0,0,0,0,0,0,0,0
Kevin King,/players/K/KingKe01.htm,3,0,3,0,0,0,1,0,0,0,0,0
Blake Martinez,/players/M/MartBl01.htm,1,0,1,0,0,0,0,0,0,0,0,0
Damarious Randall,/players/R/RandDa00.htm,2,0,0,0,0,0,0,0,0,0,0,0
