player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Eric Berry,/players/B/BerrEr99.htm,2,0,0,0,1,0,0,0,1,0,0,0
Dee Ford,/players/F/FordDe00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Phillip Gaines,/players/G/GainPh00.htm,0,0,0,0,2,0,0,0,0,0,1,0
Derrick Johnson,/players/J/JohnDe25.htm,0,1,0,0,1,0,0,0,0,0,0,0
Terrance Mitchell,/players/M/MitcTe00.htm,0,0,0,0,1,0,0,0,0,0,1,0
Ron Parker,/players/P/ParkRo01.htm,1,0,1,0,3,0,0,0,1,0,0,0
Marcus Peters,/players/P/PeteMa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Malcom Brown,/players/B/BrowMa01.htm,0,0,2,0,0,0,0,0,0,0,0,0
Adam Butler,/players/B/ButlAd00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Malcolm Butler,/players/B/ButlMa01.htm,2,0,0,0,1,0,0,0,0,0,1,0
Patrick Chung,/players/C/ChunPa99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Stephon Gilmore,/players/G/GilmSt00.htm,2,1,0,0,0,0,0,0,0,0,0,0
Lawrence Guy,/players/G/GuyxLa00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Dont'a Hightower,/players/H/HighDo01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Cassius Marsh,/players/M/MarsCa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Devin McCourty,/players/M/McCoDe99.htm,3,0,2,0,3,0,0,1,0,0,0,0
Jordan Richards,/players/R/RichJo00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Eric Rowe,/players/R/RoweEr00.htm,1,0,0,0,0,0,0,0,0,0,0,0
